sex,qimd,ethnicity,sha,smoking_status,age,total_patient_years,ageband
men,1 most deprived,other,South West,never_smoker,39,1.7452054477422627,35—39
men,1 most deprived,other,South West,smoker,39,4,35—39
men,1 most deprived,other,West Midlands,ex_smoker,39,2.0465752790461695,35—39
men,1 most deprived,other,West Midlands,never_smoker,39,6.654794488838153,35—39
men,1 most deprived,other,West Midlands,smoker,39,5.323287639523085,35—39
men,1 most deprived,other,Yorkshire and the Humber,ex_smoker,39,2.6082191463723996,35—39
men,1 most deprived,other,Yorkshire and the Humber,never_smoker,39,2,35—39
men,1 most deprived,other,Yorkshire and the Humber,smoker,39,4.3424657217148654,35—39
men,1 most deprived,other asian,East Midlands,ex_smoker,39,2,35—39
men,1 most deprived,other asian,East Midlands,never_smoker,39,2,35—39
men,1 most deprived,other asian,East Midlands,smoker,39,2,35—39
men,1 most deprived,other asian,East of England,never_smoker,39,0.2082191463723998,35—40
men,1 most deprived,other asian,London,never_smoker,39,13.64657527904617,35—39
men,1 most deprived,other asian,London,smoker,39,3,35—39
men,1 most deprived,other asian,North East,never_smoker,39,1.7342465436326737,35—39
men,1 most deprived,other asian,North West,ex_smoker,39,1.4136985984271944,35—39
men,1 most deprived,other asian,North West,never_smoker,39,6,35—39
men,1 most deprived,other asian,North West,smoker,39,2,35—39
men,1 most deprived,other asian,South Central,never_smoker,39,1,35—40
men,1 most deprived,other asian,West Midlands,ex_smoker,39,2,35—39
men,1 most deprived,other asian,West Midlands,never_smoker,39,3.199999968290208,35—39
men,1 most deprived,other asian,West Midlands,smoker,39,0.13424654363267377,35—39
men,1 most deprived,other asian,Yorkshire and the Humber,never_smoker,39,2,35—39
men,1 most deprived,pakistani,East Midlands,never_smoker,39,1,35—39
men,1 most deprived,pakistani,East Midlands,smoker,39,3,35—39
men,1 most deprived,pakistani,East of England,ex_smoker,39,3,35—39
men,1 most deprived,pakistani,East of England,never_smoker,39,3.156164351851852,35—39
men,1 most deprived,pakistani,East of England,smoker,39,2,35—39
men,1 most deprived,pakistani,London,ex_smoker,39,0.5013698313039067,35—39
men,1 most deprived,pakistani,London,never_smoker,39,3.6082191463723996,35—39
men,1 most deprived,pakistani,London,smoker,39,4.923287576103501,35—39
men,1 most deprived,pakistani,North East,never_smoker,39,1.1534246258244547,35—39
men,1 most deprived,pakistani,North West,ex_smoker,39,1,35—39
men,1 most deprived,pakistani,North West,never_smoker,39,9.479451991374937,35—39
men,1 most deprived,pakistani,North West,smoker,39,5.624657502536783,35—39
men,1 most deprived,pakistani,South Central,ex_smoker,39,1,35—39
men,1 most deprived,pakistani,South Central,never_smoker,39,1,35—39
men,1 most deprived,pakistani,West Midlands,ex_smoker,39,3,35—39
men,1 most deprived,pakistani,West Midlands,never_smoker,39,11.369862981988838,35—39
men,1 most deprived,pakistani,West Midlands,smoker,39,8.720547881785896,35—39
men,1 most deprived,pakistani,Yorkshire and the Humber,ex_smoker,39,1,35—39
men,1 most deprived,pakistani,Yorkshire and the Humber,never_smoker,39,16.19452045281583,35—39
men,1 most deprived,pakistani,Yorkshire and the Humber,smoker,39,7.920450569112791,35—39
men,1 most deprived,white,East Midlands,ex_smoker,39,19.709588945966516,35—39
men,1 most deprived,white,East Midlands,never_smoker,39,25.73980059799816,35—39
men,1 most deprived,white,East Midlands,smoker,39,36.230136764332826,35—39
men,1 most deprived,white,East of England,ex_smoker,39,15.109588787417554,35—39
men,1 most deprived,white,East of England,never_smoker,39,14.148281898577876,35—39
men,1 most deprived,white,East of England,smoker,39,33.19190766481121,35—39
men,1 most deprived,white,London,ex_smoker,39,26.64657508878742,35—39
men,1 most deprived,white,London,never_smoker,39,64.85254075565994,35—39
men,1 most deprived,white,London,smoker,39,67.44986113623635,35—39
men,1 most deprived,white,North East,ex_smoker,39,13.712328576864536,35—39
men,1 most deprived,white,North East,never_smoker,39,31.72337733985342,35—39
men,1 most deprived,white,North East,smoker,39,44.928766742770165,35—39
men,1 most deprived,white,North West,ex_smoker,39,45.70255192071235,35—39
men,1 most deprived,white,North West,never_smoker,39,78.89103172408738,35—39
men,1 most deprived,white,North West,smoker,39,97.11584607521146,35—39
men,1 most deprived,white,South Central,ex_smoker,39,5.213698566717403,35—39
men,1 most deprived,white,South Central,never_smoker,39,10.282191749112126,35—39
men,1 most deprived,white,South Central,smoker,39,16.317808124048707,35—39
men,1 most deprived,white,South East Coast,ex_smoker,39,11.572602708016236,35—39
men,1 most deprived,white,South East Coast,never_smoker,39,15.01410269354756,35—39
men,1 most deprived,white,South East Coast,smoker,39,31.54534006161403,35—39
men,1 most deprived,white,South West,ex_smoker,39,14.063013571790968,35—39
men,1 most deprived,white,South West,never_smoker,39,18.076712043378997,35—39
men,1 most deprived,white,South West,smoker,39,42.73441068772474,35—39
men,1 most deprived,white,West Midlands,ex_smoker,39,28.56164367706748,35—39
men,1 most deprived,white,West Midlands,never_smoker,39,39.860685236215424,35—39
men,1 most deprived,white,West Midlands,smoker,39,65.19742454499048,35—39
men,1 most deprived,white,Yorkshire and the Humber,ex_smoker,39,30.466307041497203,35—39
men,1 most deprived,white,Yorkshire and the Humber,never_smoker,39,52.18106113968458,35—39
men,1 most deprived,white,Yorkshire and the Humber,smoker,39,82.06063236161015,35—39
men,2,bangladeshi,East of England,never_smoker,39,1,35—39
men,2,bangladeshi,London,ex_smoker,39,6.205479388635211,35—39
men,2,bangladeshi,London,never_smoker,39,12.986301338153222,35—39
men,2,bangladeshi,London,smoker,39,3.010958872399797,35—39
men,2,bangladeshi,North West,never_smoker,39,1,35—39
men,2,bangladeshi,South Central,smoker,39,1.3917807902080161,35—39
men,2,bangladeshi,South West,never_smoker,39,1,35—39
men,2,bangladeshi,West Midlands,never_smoker,39,1,35—39
men,2,black african,East Midlands,never_smoker,39,2,35—39
men,2,black african,East of England,never_smoker,39,4,35—39
men,2,black african,London,ex_smoker,39,2.0684931189751397,35—39
men,2,black african,London,never_smoker,39,22.12893161610081,35—39
men,2,black african,London,smoker,39,4.52602733384069,35—39
men,2,black african,South Central,ex_smoker,39,1,35—39
men,2,black african,South Central,never_smoker,39,1,35—39
men,2,black african,South West,never_smoker,39,1,35—39
men,2,black african,West Midlands,never_smoker,39,2,35—39
men,2,black african,Yorkshire and the Humber,smoker,39,0.6958903792491121,35—40
men,2,black caribbean,East of England,never_smoker,39,1.5123287354134956,35—39
men,2,black caribbean,East of England,smoker,39,1.2986300735667173,35—39
men,2,black caribbean,London,ex_smoker,39,3.2192154468100296,35—39
men,2,black caribbean,London,never_smoker,39,14.66585061057811,35—39
men,2,black caribbean,London,smoker,39,4.761643772196854,35—39
men,2,black caribbean,North West,smoker,39,0.40273969431760526,35—40
men,2,black caribbean,South Central,never_smoker,39,0.43835613267376966,35—39
men,2,black caribbean,South West,ex_smoker,39,0.16164380390664637,35—39
men,2,black caribbean,West Midlands,never_smoker,39,1,35—39
men,2,black caribbean,West Midlands,smoker,39,1,35—39
men,2,black caribbean,Yorkshire and the Humber,ex_smoker,39,1,35—39
men,2,black caribbean,Yorkshire and the Humber,never_smoker,39,1,35—39
men,2,black caribbean,Yorkshire and the Humber,smoker,39,1,35—39
men,2,chinese,East of England,smoker,39,1,35—39
men,2,chinese,London,ex_smoker,39,1,35—39
men,2,chinese,London,never_smoker,39,4.95342456240487,35—39
men,2,chinese,London,smoker,39,2.4575342148655506,35—39
men,2,chinese,North East,never_smoker,39,1,35—39
men,2,chinese,North West,ex_smoker,39,1,35—39
men,2,chinese,North West,never_smoker,39,1,35—39
men,2,chinese,North West,smoker,39,0.17260270801623542,35—39
men,2,chinese,South Central,smoker,39,1,35—39
men,2,chinese,Yorkshire and the Humber,ex_smoker,39,1,35—39
men,2,indian,East Midlands,never_smoker,39,11.643835521308981,35—39
men,2,indian,East Midlands,smoker,39,1.3863013381532217,35—39
men,2,indian,East of England,never_smoker,39,3.9205479134956875,35—39
men,2,indian,East of England,smoker,39,0.6136985984271943,35—40
men,2,indian,London,ex_smoker,39,3.9482295945755808,35—39
men,2,indian,London,never_smoker,39,23.353454346303504,35—39
men,2,indian,London,smoker,39,4.13424648021309,35—39
men,2,indian,North East,smoker,39,1,35—40
men,2,indian,North West,ex_smoker,39,1,35—39
men,2,indian,North West,never_smoker,39,2.8770491487047156,35—39
men,2,indian,North West,smoker,39,0.7397259956874683,35—39
men,2,indian,South Central,ex_smoker,39,0.9125682743877758,35—40
men,2,indian,South Central,never_smoker,39,1,35—39
men,2,indian,South Central,smoker,39,1,35—39
men,2,indian,South East Coast,never_smoker,39,2.345205447742263,35—39
men,2,indian,South East Coast,smoker,39,1,35—39
men,2,indian,South West,never_smoker,39,3.473972539320142,35—39
men,2,indian,West Midlands,ex_smoker,39,1,35—39
men,2,indian,West Midlands,never_smoker,39,2.5397259322678845,35—39
men,2,indian,Yorkshire and the Humber,ex_smoker,39,1,35—39
men,2,indian,Yorkshire and the Humber,never_smoker,39,4.172602708016235,35—39
men,2,other,East Midlands,ex_smoker,39,1.7178081874682902,35—39
men,2,other,East Midlands,never_smoker,39,1,35—39
men,2,other,East of England,never_smoker,39,3.5726027080162353,35—39
men,2,other,East of England,smoker,39,2,35—39
men,2,other,London,ex_smoker,39,9.712328703703704,35—39
men,2,other,London,never_smoker,39,16.47397234906139,35—39
men,2,other,London,smoker,39,13.073972539320142,35—39
men,2,other,North East,never_smoker,39,1,35—40
men,2,other,North East,smoker,39,0.9262294765735681,35—40
men,2,other,North West,never_smoker,39,1.0821917491121258,35—39
men,2,other,North West,smoker,39,1,35—39
men,2,other,South Central,ex_smoker,39,1.9589040778792493,35—39
men,2,other,South Central,smoker,39,1,35—39
men,2,other,South East Coast,ex_smoker,39,3,35—39
men,2,other,South East Coast,smoker,39,1,35—39
men,2,other,South West,ex_smoker,39,1,35—39
men,2,other,South West,never_smoker,39,1,35—39
men,2,other,South West,smoker,39,1,35—39
men,2,other,West Midlands,ex_smoker,39,1.8633879465189231,35—39
men,2,other,West Midlands,never_smoker,39,2.3999999682902082,35—39
men,2,other,West Midlands,smoker,39,0.37808216007102996,35—39
men,2,other,Yorkshire and the Humber,ex_smoker,39,0.5342465436326738,35—39
men,2,other,Yorkshire and the Humber,never_smoker,39,5,35—39
men,2,other,Yorkshire and the Humber,smoker,39,1,35—39
men,2,other asian,East Midlands,never_smoker,39,1,35—39
men,2,other asian,East of England,never_smoker,39,1,35—39
men,2,other asian,East of England,smoker,39,1,35—39
men,2,other asian,London,ex_smoker,39,2.3671980802406756,35—39
men,2,other asian,London,never_smoker,39,28.1730068031366,35—39
men,2,other asian,London,smoker,39,3.2220000863788596,35—39
men,2,other asian,South Central,ex_smoker,39,1,35—39
men,2,other asian,South Central,never_smoker,39,3.252054762810756,35—39
men,2,other asian,South Central,smoker,39,1,35—39
men,2,other asian,South East Coast,ex_smoker,39,0.8524589847702894,35—39
men,2,other asian,South East Coast,never_smoker,39,1,35—39
men,2,other asian,South West,ex_smoker,39,2,35—39
men,2,other asian,West Midlands,never_smoker,39,2,35—39
men,2,other asian,Yorkshire and the Humber,never_smoker,39,1.4082191463723999,35—39
men,2,other asian,Yorkshire and the Humber,smoker,39,1,35—39
men,2,pakistani,East Midlands,never_smoker,39,2,35—39
men,2,pakistani,East Midlands,smoker,39,1,35—39
men,2,pakistani,East of England,never_smoker,39,3,35—39
men,2,pakistani,London,ex_smoker,39,2,35—39
men,2,pakistani,London,never_smoker,39,13.093592112960328,35—39
men,2,pakistani,London,smoker,39,5,35—39
men,2,pakistani,North West,ex_smoker,39,1,35—39
men,2,pakistani,North West,never_smoker,39,2,35—39
men,2,pakistani,North West,smoker,39,1,35—39
men,2,pakistani,South Central,never_smoker,39,4.8794520230847285,35—39
men,2,pakistani,South Central,smoker,39,0.35616435185185186,35—39
men,2,pakistani,South East Coast,ex_smoker,39,0.05479448883815322,35—39
men,2,pakistani,South East Coast,never_smoker,39,2,35—39
men,2,pakistani,West Midlands,ex_smoker,39,1,35—39
men,2,pakistani,West Midlands,never_smoker,39,2,35—39
men,2,pakistani,Yorkshire and the Humber,never_smoker,39,6.238356100963978,35—39
men,2,white,East Midlands,ex_smoker,39,21.810958872399798,35—39
men,2,white,East Midlands,never_smoker,39,38.22497912941199,35—39
men,2,white,East Midlands,smoker,39,29.73454558681136,35—39
men,2,white,East of England,ex_smoker,39,34.32626655571705,35—39
men,2,white,East of England,never_smoker,39,37.10169136304974,35—39
men,2,white,East of England,smoker,39,55.4971100868675,35—39
men,2,white,London,ex_smoker,39,60.44680695199935,35—39
men,2,white,London,never_smoker,39,119.54317564807538,35—39
men,2,white,London,smoker,39,96.23622927409875,35—39
men,2,white,North East,ex_smoker,39,12.493150558092339,35—39
men,2,white,North East,never_smoker,39,22.290410863774735,35—39
men,2,white,North East,smoker,39,21.553701307361802,35—39
men,2,white,North West,ex_smoker,39,42.805741035572495,35—39
men,2,white,North West,never_smoker,39,62.32396832105142,35—39
men,2,white,North West,smoker,39,60.520547437848805,35—39
men,2,white,South Central,ex_smoker,39,20.613698439878235,35—39
men,2,white,South Central,never_smoker,39,19.534246416793504,35—39
men,2,white,South Central,smoker,39,29.342465436326737,35—39
men,2,white,South East Coast,ex_smoker,39,20.72876693302892,35—39
men,2,white,South East Coast,never_smoker,39,31.687670915778792,35—39
men,2,white,South East Coast,smoker,39,24.893547040783297,35—39
men,2,white,South West,ex_smoker,39,37.61687965744068,35—39
men,2,white,South West,never_smoker,39,38.82191742770168,35—39
